district,STATE/UT,DISTRICT,year,BananasPerCapita
1050429,RAJASTHAN,BHILWARA,2007,10
1050430,RAJASTHAN,BIKANER,2007,18
1050431,RAJASTHAN,BUNDI,2007,2
1050432,RAJASTHAN,CHITTORGARH,2007,6
1050433,RAJASTHAN,CHURU,2007,11
1050434,RAJASTHAN,DAUSA,2007,12
1050435,RAJASTHAN,DHOLPUR,2007,13
1050436,RAJASTHAN,DUNGARPUR,2007,2
1050437,RAJASTHAN,GANGANAGAR,2007,11
1050438,RAJASTHAN,HANUMANGARH,2007,14
1050439,RAJASTHAN,JAIPUR,2007,50
1050440,RAJASTHAN,JAISALMER,2007,7
1050441,RAJASTHAN,JALORE,2007,9
1050442,RAJASTHAN,JHALAWAR,2007,10
1050443,RAJASTHAN,JHUNJHUNU,2007,18
1050444,RAJASTHAN,JODHPUR,2007,26
1050445,RAJASTHAN,KARAULI,2007,18
1050446,RAJASTHAN,KOTA,2007,15
1050447,RAJASTHAN,NAGAUR,2007,12
1050448,RAJASTHAN,PALI,2007,5
1050449,RAJASTHAN,RAJSAMAND,2007,6
1050450,RAJASTHAN,SAWAI MADHOPUR,2007,13
1050451,RAJASTHAN,SIKAR,2007,19
1050452,RAJASTHAN,SIROHI,2007,5
1050453,RAJASTHAN,TONK,2007,3
1050454,RAJASTHAN,UDAIPUR,2007,10
1050455,SIKKIM,EAST,2007,0
1050456,SIKKIM,NORTH,2007,0
1050458,SIKKIM,WEST,2007,0
1050461,TAMIL NADU,COIMBATORE,2007,15
1050462,TAMIL NADU,CUDDALORE,2007,3
1050463,TAMIL NADU,DHARMAPURI,2007,4
1050464,TAMIL NADU,DINDIGUL,2007,3
1050465,TAMIL NADU,ERODE,2007,5
1050466,TAMIL NADU,KANCHIPURAM,2007,13
1050467,TAMIL NADU,KANYAKUMARI,2007,7
1050468,TAMIL NADU,KARUR,2007,0
1050469,TAMIL NADU,MADURAI,2007,21
1050470,TAMIL NADU,NAGAPATTINAM,2007,4
1050471,TAMIL NADU,NAMAKKAL,2007,3
1050472,TAMIL NADU,NILGIRIS,2007,1
1050473,TAMIL NADU,PERAMBALUR,2007,3
1050474,TAMIL NADU,PUDUKOTTAI,2007,6
1050475,TAMIL NADU,RAMNATHAPURAM,2007,3
1050476,TAMIL NADU,SALEM,2007,8
1050477,TAMIL NADU,SIVAGANGAI,2007,3
1050478,TAMIL NADU,THANJAVUR,2007,9
1050479,TAMIL NADU,THENI,2007,3
1050484,TAMIL NADU,THIRUNELVELI,2007,6
1050480,TAMIL NADU,THIRUVALLUR,2007,3
1050485,TAMIL NADU,THIRUVANNAMALAI,2007,4
1050481,TAMIL NADU,THIRUVARUR,2007,10
1050482,TAMIL NADU,THOOTHUGUDI,2007,2
1050486,TAMIL NADU,VELLORE,2007,8
1050487,TAMIL NADU,VILLUPURAM,2007,5
1050489,TRIPURA,DHALAI,2007,4
1050490,TRIPURA,NORTH,2007,0
1050491,TRIPURA,SOUTH,2007,10
1050492,TRIPURA,WEST,2007,22
1050493,UTTAR PRADESH,AGRA,2007,78
1050495,UTTAR PRADESH,ALLAHABAD,2007,63
1050496,UTTAR PRADESH,AMBEDKAR NAGAR,2007,8
1050498,UTTAR PRADESH,AZAMGARH,2007,29
1050499,UTTAR PRADESH,BADAUN,2007,31
1050500,UTTAR PRADESH,BAGHPAT,2007,22
1050501,UTTAR PRADESH,BAHRAICH,2007,28
1050502,UTTAR PRADESH,BALLIA,2007,13
1050503,UTTAR PRADESH,BALRAMPUR,2007,10
1050504,UTTAR PRADESH,BANDA,2007,16
1050505,UTTAR PRADESH,BARABANKI,2007,35
1050506,UTTAR PRADESH,BAREILLY,2007,54
1050507,UTTAR PRADESH,BASTI,2007,13
1050508,UTTAR PRADESH,BIJNOR,2007,26
1050509,UTTAR PRADESH,BULANDSHAHAR,2007,36
1050510,UTTAR PRADESH,CHANDOLI,2007,22
1050511,UTTAR PRADESH,CHITRAKOOT DHAM,2007,7
1050512,UTTAR PRADESH,DEORIA,2007,25
1050513,UTTAR PRADESH,ETAH,2007,56
1050514,UTTAR PRADESH,ETAWAH,2007,28
1050517,UTTAR PRADESH,FATEHPUR,2007,33
1050518,UTTAR PRADESH,FIROZABAD,2007,56
1050520,UTTAR PRADESH,GHAZIABAD,2007,37
1050521,UTTAR PRADESH,GHAZIPUR,2007,22
1050522,UTTAR PRADESH,GONDA,2007,35
1050523,UTTAR PRADESH,GORAKHPUR,2007,23
1050524,UTTAR PRADESH,HAMIRPUR,2007,9
1050525,UTTAR PRADESH,HARDOI,2007,42
1050526,UTTAR PRADESH,HATHRAS,2007,17
1050530,UTTAR PRADESH,J.P.NAGAR,2007,12
1050527,UTTAR PRADESH,JALAUN,2007,32
1050528,UTTAR PRADESH,JAUNPUR,2007,47
1050529,UTTAR PRADESH,JHANSI,2007,28
1050531,UTTAR PRADESH,KANNAUJ,2007,13
1050535,UTTAR PRADESH,KUSHI NAGAR,2007,18
1050537,UTTAR PRADESH,LALITPUR,2007,14
1050538,UTTAR PRADESH,LUCKNOW,2007,57
1050539,UTTAR PRADESH,MAHARAJGANJ,2007,18
1050540,UTTAR PRADESH,MAHOBA,2007,12
1050541,UTTAR PRADESH,MAINPURI,2007,48
1050542,UTTAR PRADESH,MATHURA,2007,26
1050545,UTTAR PRADESH,MIRZAPUR,2007,28
1050546,UTTAR PRADESH,MORADABAD,2007,34
1050547,UTTAR PRADESH,MUZAFFARNAGAR,2007,34
1050548,UTTAR PRADESH,PILIBHIT,2007,18
1050549,UTTAR PRADESH,PRATAPGARH,2007,27
1050550,UTTAR PRADESH,RAIBAREILLY,2007,31
1050552,UTTAR PRADESH,SAHARANPUR,2007,16
1050555,UTTAR PRADESH,SHAHJAHANPUR,2007,56
1050556,UTTAR PRADESH,SHRAWASTI,2007,4
1050557,UTTAR PRADESH,SIDHARTHNAGAR,2007,9
1050558,UTTAR PRADESH,SITAPUR,2007,61
1050559,UTTAR PRADESH,SONBHADRA,2007,11
1050560,UTTAR PRADESH,SULTANPUR,2007,21
1050561,UTTAR PRADESH,UNNAO,2007,52
1050562,UTTAR PRADESH,VARANASI,2007,35
1050563,UTTARAKHAND,ALMORA,2007,5
1050565,UTTARAKHAND,CHAMOLI,2007,2
1050567,UTTARAKHAND,DEHRADUN,2007,3
1050568,UTTARAKHAND,HARIDWAR,2007,16
1050569,UTTARAKHAND,NAINITAL,2007,12
1050570,UTTARAKHAND,PAURI GARHWAL,2007,7
1050571,UTTARAKHAND,PITHORAGARH,2007,3
1050573,UTTARAKHAND,TEHRI GARHWAL,2007,3
1050575,UTTARAKHAND,UTTARKASHI,2007,3
1050590,WEST BENGAL,24 PARGANAS NORTH,2007,53
1050592,WEST BENGAL,24 PARGANAS SOUTH,2007,67
1050576,WEST BENGAL,BANKURA,2007,24
1050578,WEST BENGAL,BIRBHUM,2007,9
1050577,WEST BENGAL,BURDWAN,2007,31
1050585,WEST BENGAL,COOCHBEHAR,2007,6
1050580,WEST BENGAL,DARJEELING,2007,2
1050583,WEST BENGAL,HOOGHLY,2007,16
1050584,WEST BENGAL,JALPAIGURI,2007,14
1050587,WEST BENGAL,MALDA,2007,11
1050594,WEST BENGAL,PASCHIM MIDNAPUR,2007,31
1050581,WEST BENGAL,PURAB MIDNAPUR,2007,24
1050588,WEST BENGAL,MURSHIDABAD,2007,32
1050589,WEST BENGAL,NADIA,2007,42
1050591,WEST BENGAL,PURULIA,2007,14
1050593,WEST BENGAL,UTTAR DINAJPUR,2007,12
1050121,DELHI,DELHI UT TOTAL,2007,138
1050257,LAKSHADWEEP,LAKSHADWEEP,2007,0
1050003,ANDHRA PRADESH,ADILABAD,2008,5
1050004,ANDHRA PRADESH,ANANTAPUR,2008,12
1050005,ANDHRA PRADESH,CHITTOOR,2008,26
1050006,ANDHRA PRADESH,CUDDAPAH,2008,11
1050007,ANDHRA PRADESH,EAST GODAVARI,2008,23
1050008,ANDHRA PRADESH,GUNTUR,2008,26
1050010,ANDHRA PRADESH,KARIMNAGAR,2008,48
1050011,ANDHRA PRADESH,KHAMMAM,2008,26
1050012,ANDHRA PRADESH,KRISHNA,2008,12
1050013,ANDHRA PRADESH,KURNOOL,2008,17
1050014,ANDHRA PRADESH,MAHABOOBNAGAR,2008,35
1050015,ANDHRA PRADESH,MEDAK,2008,35
1050016,ANDHRA PRADESH,NALGONDA,2008,32
1050017,ANDHRA PRADESH,NELLORE,2008,6
1050018,ANDHRA PRADESH,NIZAMABAD,2008,16
1050019,ANDHRA PRADESH,PRAKASHAM,2008,5
1050020,ANDHRA PRADESH,RANGA REDDY,2008,19
1050021,ANDHRA PRADESH,SRIKAKULAM,2008,6
1050022,ANDHRA PRADESH,VISAKHAPATNAM,2008,13
1050023,ANDHRA PRADESH,VIZIANAGARAM,2008,3
1050024,ANDHRA PRADESH,WARANGAL,2008,36
1050025,ANDHRA PRADESH,WEST GODAVARI,2008,25
1050031,ARUNACHAL PRADESH,DIBANG VALLEY,2008,0
1050036,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,0
1050027,ARUNACHAL PRADESH,KAMENG EAST,2008,0
1050039,ARUNACHAL PRADESH,KAMENG WEST,2008,0
1050030,ARUNACHAL PRADESH,LOHIT,2008,0
1050033,ARUNACHAL PRADESH,PAPUM PARE,2008,0
1050028,ARUNACHAL PRADESH,SIANG EAST,2008,0
1050037,ARUNACHAL PRADESH,SIANG UPPER,2008,0
1050040,ARUNACHAL PRADESH,SIANG WEST,2008,0
1050032,ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,0
1050038,ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,0
1050034,ARUNACHAL PRADESH,TAWANG,2008,0
1050041,ASSAM,BARPETA,2008,14
1050042,ASSAM,BONGAIGAON,2008,5
1050043,ASSAM,CACHAR,2008,13
1050044,ASSAM,DARRANG,2008,2
1050046,ASSAM,DHUBRI,2008,4
1050047,ASSAM,DIBRUGARH,2008,4
1050049,ASSAM,GOLAGHAT,2008,0
1050051,ASSAM,JORHAT,2008,0
1050052,ASSAM,KAMRUP,2008,3
1050053,ASSAM,KARBI ANGLONG,2008,1
1050055,ASSAM,KOKRAJHAR,2008,4
1050056,ASSAM,LAKHIMPUR,2008,1
1050057,ASSAM,MORIGAON,2008,4
1050060,ASSAM,N.C.HILLS,2008,0
1050058,ASSAM,NAGAON,2008,9
1050061,ASSAM,SIBSAGAR,2008,4
1050062,ASSAM,SONITPUR,2008,6
1050063,ASSAM,TINSUKIA,2008,2
1050064,BIHAR,ARARIA,2008,3
1050065,BIHAR,AURANGABAD,2008,32
1050066,BIHAR,BANKA,2008,23
1050068,BIHAR,BHABHUA,2008,19
1050069,BIHAR,BHAGALPUR,2008,27
1050072,BIHAR,DARBHANGA,2008,48
1050073,BIHAR,GAYA,2008,43
1050075,BIHAR,JAMUI,2008,32
1050076,BIHAR,JEHANABAD,2008,23
1050077,BIHAR,KATIHAR,2008,15
1050079,BIHAR,KISHANGANJ,2008,8
1050080,BIHAR,LAKHISARAI,2008,11
1050082,BIHAR,MADHUBANI,2008,24
1050083,BIHAR,MUNGER,2008,14
1050084,BIHAR,MUZAFFARPUR,2008,75
1050085,BIHAR,NALANDA,2008,70
1050086,BIHAR,NAWADAH,2008,24
1050090,BIHAR,PURNEA,2008,3
1050091,BIHAR,ROHTAS,2008,36
1050092,BIHAR,SAHARSA,2008,17
1050093,BIHAR,SAMASTIPUR,2008,60
1050094,BIHAR,SARAN,2008,58
1050098,BIHAR,SIWAN,2008,31
1050099,BIHAR,SUPAUL,2008,15
1050100,BIHAR,VAISHALI,2008,64
1050103,CHHATTISGARH,BILASPUR,2008,19
1050104,CHHATTISGARH,DANTEWARA,2008,1
1050105,CHHATTISGARH,DHAMTARI,2008,3
1050106,CHHATTISGARH,DURG,2008,11
1050107,CHHATTISGARH,JANJGIR,2008,14
1050108,CHHATTISGARH,JASHPUR,2008,0
1050109,CHHATTISGARH,KANKER,2008,4
1050111,CHHATTISGARH,KORBA,2008,5
1050112,CHHATTISGARH,KORIYA,2008,2
1050113,CHHATTISGARH,MAHASAMUND,2008,6
1050114,CHHATTISGARH,RAIGARH,2008,7
1050115,CHHATTISGARH,RAIPUR,2008,11
1050116,CHHATTISGARH,RAJNANDGAON,2008,7
1050117,CHHATTISGARH,SARGUJA,2008,3
1050123,GOA,SOUTH GOA,2008,2
1050124,GUJARAT,AHMEDABAD,2008,2
1050146,GUJARAT,AHWA-DANG,2008,0
1050125,GUJARAT,AMRELI,2008,0
1050128,GUJARAT,BHARUCH,2008,0
1050129,GUJARAT,BHAVNAGAR,2008,0
1050130,GUJARAT,DAHOD,2008,0
1050131,GUJARAT,GANDHINAGAR,2008,3
1050132,GUJARAT,JAMNAGAR,2008,0
1050133,GUJARAT,JUNAGADH,2008,3
1050135,GUJARAT,KHEDA NORTH,2008,0
1050134,GUJARAT,KUTCH,2008,1
1050136,GUJARAT,MEHSANA,2008,0
1050137,GUJARAT,NARMADA,2008,0
1050138,GUJARAT,NAVSARI,2008,0
1050140,GUJARAT,PATAN,2008,0
1050141,GUJARAT,PORBANDAR,2008,0
1050142,GUJARAT,RAJKOT,2008,5
1050144,GUJARAT,SURAT,2008,11
1050145,GUJARAT,SURENDRANAGAR,2008,0
1050147,GUJARAT,VADODARA,2008,0
1050148,GUJARAT,VALSAD,2008,0
1050149,HARYANA,AMBALA,2008,11
1050150,HARYANA,BHIWANI,2008,14
1050151,HARYANA,FARIDABAD,2008,21
1050154,HARYANA,HISSAR,2008,19
1050157,HARYANA,KAITHAL,2008,13
1050158,HARYANA,KARNAL,2008,17
1050160,HARYANA,MAHENDRAGARH,2008,16
1050163,HARYANA,REWARI,2008,13
1050164,HARYANA,ROHTAK,2008,17
1050165,HARYANA,SIRSA,2008,9
1050166,HARYANA,SONIPAT,2008,24
1050167,HARYANA,YAMUNANAGAR,2008,9
1050169,HIMACHAL PRADESH,CHAMBA,2008,0
1050171,HIMACHAL PRADESH,KANGRA,2008,0
1050172,HIMACHAL PRADESH,KINNAUR,2008,0
1050173,HIMACHAL PRADESH,KULLU,2008,0
1050174,HIMACHAL PRADESH,LAHAUL-SPITI,2008,0
1050175,HIMACHAL PRADESH,MANDI,2008,1
1050176,HIMACHAL PRADESH,SHIMLA,2008,0
1050177,HIMACHAL PRADESH,SIRMAUR,2008,0
1050178,HIMACHAL PRADESH,SOLAN,2008,0
1050180,JAMMU & KASHMIR,ANANTNAG,2008,0
1050182,JAMMU & KASHMIR,BARAMULLA,2008,0
1050181,JAMMU & KASHMIR,BUDGAM,2008,0
1050183,JAMMU & KASHMIR,DODA,2008,0
1050184,JAMMU & KASHMIR,JAMMU,2008,7
1050185,JAMMU & KASHMIR,KARGIL,2008,0
1050186,JAMMU & KASHMIR,KATHUA,2008,7
1050188,JAMMU & KASHMIR,LEH,2008,0
1050190,JAMMU & KASHMIR,POONCH,2008,0
1050191,JAMMU & KASHMIR,RAJOURI,2008,6
1050192,JAMMU & KASHMIR,SRINAGAR,2008,0
1050193,JAMMU & KASHMIR,UDHAMPUR,2008,0
1050194,JHARKHAND,BOKARO,2008,15
1050195,JHARKHAND,CHATRA,2008,14
1050196,JHARKHAND,DEOGHAR,2008,6
1050197,JHARKHAND,DHANBAD,2008,36
1050198,JHARKHAND,DUMKA,2008,17
1050199,JHARKHAND,GARHWA,2008,9
1050200,JHARKHAND,GIRIDIH,2008,33
1050201,JHARKHAND,GODDA,2008,7
1050202,JHARKHAND,GUMLA,2008,0
1050203,JHARKHAND,HAZARIBAGH,2008,36
1050206,JHARKHAND,LATEHAR,2008,6
1050209,JHARKHAND,PALAMU,2008,18
1050212,JHARKHAND,RANCHI,2008,12
1050213,JHARKHAND,SAHEBGANJ,2008,4
1050214,JHARKHAND,SARAIKELA,2008,5
1050215,JHARKHAND,SIMDEGA,2008,0
1050216,KARNATAKA,BAGALKOT,2008,6
1050217,KARNATAKA,BANGALORE RURAL,2008,11
1050219,KARNATAKA,BELGAUM,2008,9
1050220,KARNATAKA,BELLARY,2008,10
1050221,KARNATAKA,BIDAR,2008,11
1050222,KARNATAKA,BIJAPUR,2008,1
1050223,KARNATAKA,CHAMARAJNAGAR,2008,4
1050224,KARNATAKA,CHICKMAGALUR,2008,8
1050225,KARNATAKA,CHITRADURGA,2008,6
1050226,KARNATAKA,DAKSHIN KANNADA,2008,5
1050227,KARNATAKA,DAVANAGERE,2008,9
1050228,KARNATAKA,DHARWAD,2008,4
1050229,KARNATAKA,GADAG,2008,5
1050230,KARNATAKA,GULBARGA,2008,7
1050231,KARNATAKA,HASSAN,2008,8
1050232,KARNATAKA,HAVERI,2008,0
1050233,KARNATAKA,KODAGU,2008,2
1050234,KARNATAKA,KOLAR,2008,14
1050235,KARNATAKA,KOPPAL,2008,4
1050236,KARNATAKA,MANDYA,2008,11
1050237,KARNATAKA,MYSORE,2008,19
1050238,KARNATAKA,RAICHUR,2008,7
1050239,KARNATAKA,SHIMOGA,2008,3
1050240,KARNATAKA,TUMKUR,2008,16
1050241,KARNATAKA,UDUPI,2008,0
1050242,KARNATAKA,UTTAR KANNADA,2008,1
1050243,KERALA,ALAPUZHA,2008,2
1050245,KERALA,IDUKKI,2008,0
1050246,KERALA,KANNUR,2008,1
1050247,KERALA,KASARGOD,2008,1
1050248,KERALA,KOLLAM,2008,2
1050249,KERALA,KOTTAYAM,2008,0
1050250,KERALA,KOZHIKODE,2008,5
1050251,KERALA,MALAPPURAM,2008,2
1050252,KERALA,PALAKKAD,2008,4
1050253,KERALA,PATHANAMTHITTA,2008,0
1050255,KERALA,THRISSUR,2008,2
1050254,KERALA,TRIVANDRUM,2008,8
1050260,MADHYA PRADESH,BALAGHAT,2008,8
1050261,MADHYA PRADESH,BARWANI,2008,1
1050262,MADHYA PRADESH,BETUL,2008,17
1050263,MADHYA PRADESH,BHIND,2008,30
1050264,MADHYA PRADESH,BHOPAL,2008,28
1050266,MADHYA PRADESH,CHHATARPUR,2008,22
1050267,MADHYA PRADESH,CHHINDWARA,2008,17
1050268,MADHYA PRADESH,DAMOH,2008,15
1050270,MADHYA PRADESH,DEWAS,2008,10
1050271,MADHYA PRADESH,DHAR,2008,37
1050272,MADHYA PRADESH,DINDORI,2008,2
1050274,MADHYA PRADESH,GUNA,2008,9
1050275,MADHYA PRADESH,GWALIOR,2008,24
1050276,MADHYA PRADESH,HARDA,2008,6
1050277,MADHYA PRADESH,HOSHANGABAD,2008,16
1050278,MADHYA PRADESH,INDORE,2008,35
1050279,MADHYA PRADESH,JABALPUR,2008,42
1050280,MADHYA PRADESH,JHABUA,2008,4
1050281,MADHYA PRADESH,KATNI,2008,18
1050282,MADHYA PRADESH,MANDLA,2008,4
1050283,MADHYA PRADESH,MANDSAUR,2008,15
1050284,MADHYA PRADESH,MORENA,2008,32
1050285,MADHYA PRADESH,NARSINGHPUR,2008,14
1050286,MADHYA PRADESH,NEEMUCH,2008,0
1050287,MADHYA PRADESH,PANNA,2008,17
1050288,MADHYA PRADESH,RAISEN,2008,19
1050289,MADHYA PRADESH,RAJGARH,2008,10
1050290,MADHYA PRADESH,RATLAM,2008,11
1050291,MADHYA PRADESH,REWA,2008,26
1050292,MADHYA PRADESH,SAGAR,2008,37
1050293,MADHYA PRADESH,SATNA,2008,32
1050295,MADHYA PRADESH,SEONI,2008,7
1050296,MADHYA PRADESH,SHAHDOL,2008,16
1050297,MADHYA PRADESH,SHAJAPUR,2008,12
1050298,MADHYA PRADESH,SHEOPUR,2008,0
1050299,MADHYA PRADESH,SHIVPURI,2008,16
1050300,MADHYA PRADESH,SIDHI,2008,18
1050294,MADHYA PRADESH,SIHORE,2008,8
1050301,MADHYA PRADESH,TIKAMGARH,2008,25
1050302,MADHYA PRADESH,UJJAIN,2008,23
1050304,MADHYA PRADESH,VIDISHA,2008,24
1050306,MAHARASHTRA,AHMEDNAGAR,2008,0
1050307,MAHARASHTRA,AKOLA,2008,7
1050308,MAHARASHTRA,AMRAVATI,2008,7
1050309,MAHARASHTRA,AURANGABAD,2008,43
1050311,MAHARASHTRA,BEED,2008,11
1050310,MAHARASHTRA,BHANDARA,2008,0
1050312,MAHARASHTRA,BULDHANA,2008,9
1050313,MAHARASHTRA,CHANDRAPUR,2008,14
1050314,MAHARASHTRA,DHULE,2008,3
1050315,MAHARASHTRA,GADCHIROLI,2008,2
1050316,MAHARASHTRA,GONDIA,2008,3
1050318,MAHARASHTRA,HINGOLI,2008,7
1050319,MAHARASHTRA,JALGAON,2008,18
1050320,MAHARASHTRA,JALNA,2008,27
1050321,MAHARASHTRA,KOLHAPUR,2008,17
1050322,MAHARASHTRA,LATUR,2008,77
1050323,MAHARASHTRA,NAGPUR,2008,14
1050324,MAHARASHTRA,NANDED,2008,8
1050325,MAHARASHTRA,NANDURBAR,2008,1
1050326,MAHARASHTRA,NASIK,2008,10
1050327,MAHARASHTRA,OSMANABAD,2008,2
1050328,MAHARASHTRA,PARBHANI,2008,15
1050329,MAHARASHTRA,PUNE COMMR.,2008,20
1050330,MAHARASHTRA,RAIGAD,2008,5
1050331,MAHARASHTRA,RATNAGIRI,2008,0
1050332,MAHARASHTRA,SANGLI,2008,12
1050333,MAHARASHTRA,SATARA,2008,3
1050334,MAHARASHTRA,SINDHUDURG,2008,0
1050335,MAHARASHTRA,SOLAPUR,2008,9
1050336,MAHARASHTRA,THANE,2008,19
1050337,MAHARASHTRA,WARDHA,2008,5
1050338,MAHARASHTRA,WASHIM,2008,2
1050339,MAHARASHTRA,YAVATMAL,2008,6
1050342,MANIPUR,CHURACHANDPUR,2008,0
1050344,MANIPUR,SENAPATI,2008,0
1050345,MANIPUR,TAMENGLONG,2008,0
1050347,MANIPUR,UKHRUL,2008,0
1050349,MEGHALAYA,GARO HILLS EAST,2008,0
1050353,MEGHALAYA,GARO HILLS SOUTH,2008,0
1050354,MEGHALAYA,GARO HILLS WEST,2008,0
1050351,MEGHALAYA,JAINTIA HILLS,2008,0
1050350,MEGHALAYA,KHASI HILLS EAST,2008,2
1050355,MEGHALAYA,KHASI HILLS WEST,2008,0
1050352,MEGHALAYA,RI-BHOI,2008,0
1050356,MIZORAM,AIZAWL,2008,0
1050357,MIZORAM,CHAMPHAI,2008,0
1050358,MIZORAM,KOLASIB,2008,0
1050359,MIZORAM,LAWNGTLAI,2008,0
1050360,MIZORAM,LUNGLEI,2008,0
1050361,MIZORAM,MAMIT,2008,0
1050364,NAGALAND,DIMAPUR,2008,0
1050365,NAGALAND,KOHIMA,2008,0
1050367,NAGALAND,MON,2008,0
1050369,NAGALAND,TUENSANG,2008,0
1050370,NAGALAND,WOKHA,2008,0
1050372,ODISHA,ANGUL,2008,16
1050373,ODISHA,BALASORE,2008,27
1050374,ODISHA,BARAGARH,2008,9
1050376,ODISHA,BOLANGIR,2008,12
1050377,ODISHA,BOUDH,2008,3
1050379,ODISHA,DEOGARH,2008,5
1050380,ODISHA,DHENKANAL,2008,19
1050381,ODISHA,GAJAPATI,2008,2
1050382,ODISHA,GANJAM,2008,13
1050383,ODISHA,JAGATSINGHPUR,2008,20
1050384,ODISHA,JAJPUR,2008,40
1050385,ODISHA,JHARSUGUDA,2008,6
1050386,ODISHA,KALAHANDI,2008,3
1050387,ODISHA,KANDHAMAL,2008,3
1050388,ODISHA,KENDRAPARA,2008,32
1050389,ODISHA,KEONJHAR,2008,22
1050390,ODISHA,KHURDA,2008,0
1050391,ODISHA,KORAPUT,2008,3
1050392,ODISHA,MALKANGIR,2008,0
1050393,ODISHA,MAYURBHANJ,2008,27
1050395,ODISHA,NAYAGARH,2008,10
1050394,ODISHA,NOWRANGPUR,2008,0
1050396,ODISHA,NUAPADA,2008,2
1050397,ODISHA,PURI,2008,13
1050398,ODISHA,RAYAGADA,2008,6
1050399,ODISHA,SAMBALPUR,2008,6
1050400,ODISHA,SONEPUR,2008,1
1050401,ODISHA,SUNDARGARH,2008,7
1050406,PUNJAB,AMRITSAR,2008,12
1050407,PUNJAB,BHATINDA,2008,4
1050408,PUNJAB,FARIDKOT,2008,1
1050409,PUNJAB,FATEHGARH SAHIB,2008,0
1050410,PUNJAB,FEROZEPUR,2008,8
1050411,PUNJAB,GURDASPUR,2008,9
1050412,PUNJAB,HOSHIARPUR,2008,13
1050413,PUNJAB,JALANDHAR,2008,10
1050415,PUNJAB,LUDHIANA,2008,14
1050416,PUNJAB,MANSA,2008,3
1050417,PUNJAB,MOGA,2008,3
1050418,PUNJAB,MUKTSAR,2008,3
1050420,PUNJAB,PATIALA,2008,13
1050421,PUNJAB,ROPAR,2008,2
1050422,PUNJAB,SANGRUR,2008,4
1050423,RAJASTHAN,AJMER,2008,17
1050424,RAJASTHAN,ALWAR,2008,38
1050425,RAJASTHAN,BANSWARA,2008,8
1050426,RAJASTHAN,BARAN,2008,10
1050427,RAJASTHAN,BARMER,2008,14
1050428,RAJASTHAN,BHARATPUR,2008,24
1050429,RAJASTHAN,BHILWARA,2008,13
1050430,RAJASTHAN,BIKANER,2008,12
1050431,RAJASTHAN,BUNDI,2008,3
1050432,RAJASTHAN,CHITTORGARH,2008,6
1050433,RAJASTHAN,CHURU,2008,16
1050434,RAJASTHAN,DAUSA,2008,9
1050435,RAJASTHAN,DHOLPUR,2008,19
1050436,RAJASTHAN,DUNGARPUR,2008,11
1050437,RAJASTHAN,GANGANAGAR,2008,16
1050438,RAJASTHAN,HANUMANGARH,2008,17
1050439,RAJASTHAN,JAIPUR,2008,31
1050440,RAJASTHAN,JAISALMER,2008,10
1050441,RAJASTHAN,JALORE,2008,8
1050442,RAJASTHAN,JHALAWAR,2008,6
1050443,RAJASTHAN,JHUNJHUNU,2008,22
1050444,RAJASTHAN,JODHPUR,2008,27
1050445,RAJASTHAN,KARAULI,2008,11
1050446,RAJASTHAN,KOTA,2008,14
1050447,RAJASTHAN,NAGAUR,2008,18
1050448,RAJASTHAN,PALI,2008,13
1050449,RAJASTHAN,RAJSAMAND,2008,0
1050450,RAJASTHAN,SAWAI MADHOPUR,2008,6
1050451,RAJASTHAN,SIKAR,2008,15
1050452,RAJASTHAN,SIROHI,2008,5
1050453,RAJASTHAN,TONK,2008,6
1050454,RAJASTHAN,UDAIPUR,2008,11
1050455,SIKKIM,EAST,2008,0
1050456,SIKKIM,NORTH,2008,0
1050458,SIKKIM,WEST,2008,0
1050461,TAMIL NADU,COIMBATORE,2008,14
1050462,TAMIL NADU,CUDDALORE,2008,1
1050463,TAMIL NADU,DHARMAPURI,2008,2
1050464,TAMIL NADU,DINDIGUL,2008,3
1050465,TAMIL NADU,ERODE,2008,1
1050466,TAMIL NADU,KANCHIPURAM,2008,7
1050467,TAMIL NADU,KANYAKUMARI,2008,6
1050468,TAMIL NADU,KARUR,2008,4
1050469,TAMIL NADU,MADURAI,2008,14
1050470,TAMIL NADU,NAGAPATTINAM,2008,4
1050471,TAMIL NADU,NAMAKKAL,2008,5
1050472,TAMIL NADU,NILGIRIS,2008,1
1050473,TAMIL NADU,PERAMBALUR,2008,7
1050474,TAMIL NADU,PUDUKOTTAI,2008,8
1050475,TAMIL NADU,RAMNATHAPURAM,2008,2
1050476,TAMIL NADU,SALEM,2008,10
1050477,TAMIL NADU,SIVAGANGAI,2008,4
1050478,TAMIL NADU,THANJAVUR,2008,7
1050479,TAMIL NADU,THENI,2008,4
1050484,TAMIL NADU,THIRUNELVELI,2008,5
1050480,TAMIL NADU,THIRUVALLUR,2008,9
1050485,TAMIL NADU,THIRUVANNAMALAI,2008,3
1050481,TAMIL NADU,THIRUVARUR,2008,1
1050482,TAMIL NADU,THOOTHUGUDI,2008,4
1050486,TAMIL NADU,VELLORE,2008,7
1050487,TAMIL NADU,VILLUPURAM,2008,6
1050489,TRIPURA,DHALAI,2008,2
1050490,TRIPURA,NORTH,2008,2
